"time","nuts","region","bovine","cows","swine","sheep","goats","cereals_grain","tot.precipitation","months.of.droughts","total.extreme.precipitation.mm","fire.weather.index","frost.days","heatdays","mean.wind.speed","temperature","deaths","fertility.rate","life.expectancy","Crude.rate.of.net.migration","Total.population.change","tot.population","GDP.in.millions","employment.rate","Pre.primary.education","Primary..lower.and.upper.secondary.education","First.and.second.stage.of.tertiary.education","NEETS..","number.of.tourists"
2000,"ITF1","Abruzzo",82.9,30.7,115.1,281.6,15.4,103.2,773.196783902391,2.99336305460939,134.645223605057,7.74158497062731,41.5825520304363,0.943093912552226,1.83197953743799,12.884243609535,12734,1.16,80.5,1.8,183,1261117,"24.106,84","56,3",35083,170134,43663,19.6,"6.280.671"
2001,"ITF1","Abruzzo",92.2,36.4,124.2,326,14,95.9,731.729667809301,4.93445245106931,70.6913587648623,9.89602513333759,41.8605172960854,0,1.97556470794229,12.593633283009,12428,1.17,81,NA,NA,1261300,"25.289,99","58,5",35098,168715,44595,16.4,"6.666.269"
2002,"ITF1","Abruzzo",92.5,35.3,123,303.3,14.9,96.4,1044.6153495962,2.4583758422121,262.061968956278,8.22341168571734,33.9006971710425,0,1.80459086947913,12.4151084526536,13275,1.1446,80.7,NA,5446,1262187,"25.809,1","59,2",34412,167779,49633,14.7,"6.856.015"
2003,"ITF1","Abruzzo",88.7,34,110.2,334.2,11.7,91.9,928.199712490922,3.63639246089435,237.176642506771,6.67284499663657,55.3011271864511,1.11738042972633,1.86247244792257,12.5644139774247,13672,1.18781,80.8,NA,11025,1267633,"26.245,23","58,0",34587,167265,53125,12.7,"7.115.155"
2004,"ITF1","Abruzzo",NA,NA,NA,NA,NA,89.7,1171.32468381425,0.272436882464765,255.802122990497,9.19023733989407,45.6828879003227,0,1.84671129113179,12.280067600543,13075,1.20263,81.2,NA,8499,1278658,"26.353,03","56,4",34806,165669,58114,15.7,"6.933.216"
2005,"ITF1","Abruzzo",NA,NA,NA,NA,NA,83.1,1154.13905998037,0,228.078835802222,8.05570021886763,65.0707913163971,0.730334508787908,1.86481099743016,11.5813675399598,13493,1.22116,81.4,NA,5842,1287157,"27.686,46","57,1",34551,163399,64296,15.8,"6.853.114"
2006,"ITF1","Abruzzo",NA,NA,NA,NA,NA,84.4,780.986020609647,1.39547700311118,101.537647340971,10.1289854054597,46.266102050991,0.0898437576368599,1.78570306397856,12.2505354494053,13223,1.22361,81.6,NA,3870,1292999,"28.986,61","57,6",34506,163894,71338,14.6,"7.449.579"
2007,"ITF1","Abruzzo",86,33,115.7,345.6,12,83.8,768.919794917638,7.81176846481446,96.2826119254046,6.14456507547323,44.5485038566402,5.67390370142238,1.86637256886336,12.4844911785668,13700,1.27046,81.7,NA,14438,1296869,"30.209,08","57,9",33987,162224,68103,13.9,"7.374.646"
2008,"ITF1","Abruzzo",83.45,31.28,NA,343.92,12.59,NA,1078.09298751449,0.880684246795481,304.820504590971,9.5386184841502,36.2504584942893,0.0909327154523203,1.82869280739851,12.7567609297716,13720,1.30855,81.9,NA,10580,1311307,"31.015,94","58,8",34202,161261,66855,15.8,"7.560.476"
2009,"ITF1","Abruzzo",82.69,31.93,114.86,334.95,12.58,NA,1206.72159606571,0,257.377743472889,8.24867396327182,41.2213592673187,0.242846773870558,1.89613424548215,12.6814979033567,14597,1.28765,81.3,NA,4128,1321887,"29.899,38","55,7",34398,159430,69162,18.5,"6.653.927"
2010,"ITF1","Abruzzo",75.72,28.91,116.61,335.95,12.89,82.18,1148.20828536515,0,199.949330199891,9.64060198860784,46.4438778179078,0.119791676849146,1.8627385976313,12.149419158054,14232,1.34129,82.1,NA,3205,1326015,"30.810,88","55,4",35572,157389,65084,18.6,"7.306.951"
2011,"ITF1","Abruzzo",77.65,29.86,117.25,336.17,12.6,81.93,764.868709278089,1.90822434922173,173.596248090912,9.52798631259882,43.9233054691237,1.23863267203506,1.81511914618049,12.5423146055897,14227,1.32389,82.4,NA,2404,1329220,"32.245,31","56,6",36410,156323,70969,17.7,"7.422.437"
2012,"ITF1","Abruzzo",64.8,36.17,101.53,216.2,20.38,92.96,918.995057333497,3.67163997048983,245.322420071983,9.97627869129238,49.0802656438755,2.66815880891494,1.92846465717442,13.1158503136033,14522,1.32691,82.6,3.2,959,1331624,"32.213,29","56,7",36139,155037,69863,19.9,"7.252.826"
2013,"ITF1","Abruzzo",73.84,30.19,101.17,181.17,23.39,NA,1113.84112303533,0.121243043527152,247.077376042805,7.72601594814523,45.6844262067047,2.1499873428789,1.83539773189181,12.548598752656,14415,1.29995,82.9,0.7,-2665,1332583,"31.695,39","55,0",36141,153426,63637,22.9,"6.938.239"
2014,"ITF1","Abruzzo",58.53,22.5,93.41,184.96,22.93,90,1105.65510856933,0,205.012095814161,9.71989625511647,25.3541347189044,0,1.80973252688093,12.8665810082094,14382,1.29761,83.1,1.1,-2365,1329918,"31.656,84","53,9",NA,152255,63127,24.2,"6.282.674"
2015,"ITF1","Abruzzo",58.94,22.27,92.42,184.17,23.82,90.44,1077.31830430155,0.151670916701208,415.612920909559,13.1582183782114,38.3470284223763,3.01874370310682,1.82764525538937,13.1239158869115,15365,1.28793,82.7,0,-5061,1325836,"31.863,76","54,5",NA,151716,56343,26.9,"6.177.230"
2016,"ITF1","Abruzzo",61.5,22.12,92.97,198.19,25.56,90.68,1106.64151496044,0.423259090820919,212.544411176645,10.1374415950314,30.7233788614719,0,1.85625136796346,12.9711704899751,14546,1.29284,83.5,0.2,-4266,1319294,"31.954,43","55,7",35010,150098,52657,24.7,"6.119.103"
2017,"ITF1","Abruzzo",67.39,26.66,88.23,218.24,19.64,90.43,979.436042524129,1.60706046580687,323.061157324632,10.675581661616,44.3470474267648,7.36973627921908,1.95795804900431,12.866337979663,15484,1.25286,82.9,-0.8,-7051,1313930,"32.809,52","56,8",33499,151350,51814,22,"6.193.473"
2018,"ITF1","Abruzzo",64.86,22.65,94.97,198,19.03,89.91,1281.91798823998,0,337.265804864223,8.55936353302699,34.5029367752482,0,1.81751250636577,13.2260638507925,14680,1.2048,83.6,1.6,-3616,1306059,"32.969,03","58,0",32655,149362,49653,20.5,"6.335.072"
2019,"ITF1","Abruzzo",76.54,26.06,79.35,211.45,22.32,89.89,1047.95978975414,0,274.7797160346,12.4208146771842,35.7041350206219,0.907149218225622,1.94456068953924,13.2044085083602,14612,1.17,83.7,-0.5,-6704,1300645,"33.169,52","58,2",31767,149465,48538,22.7,"6.176.702"
2020,"ITF1","Abruzzo",79.69,26.45,79.5,206.63,25.33,89.83,981.236280624773,0.694006651663265,387.210446679915,10.6105581913966,32.7037501220328,0.576982326557172,1.84485817861972,13.1151648265924,16027,1.16704,82.9,-4,-12929,1293941,"30.577,05","57,5",31142,149186,48009,20.6,"4.012.792"
2021,"ITF1","Abruzzo",76.8,23.86,74.9,192.83,21.52,89.87,971.470164283322,2.90449824365218,272.725959218768,13.9013578805117,41.1648219113169,1.49061750011919,1.93118322376075,12.9783483331453,16266,1.20454,82.8,2.3,-5062,1281012,"33.654,56","57,8",29888,146239,48484,21.1,"5.197.765"
2022,"ITF1","Abruzzo",67.2,23.48,83.74,188.6,20.29,90.86,777.706959038686,3.84458226959164,181.497506949745,15.9858945793399,36.9780094474977,2.67067437430893,1.86003938960675,13.7777260518309,16780,1.18384,82.6,4.3,-3323,1275950,"36.434,16","58,4",28867,145833,46902,17.9,"6.389.803"
2023,"ITF1","Abruzzo",66.78,23.28,97.58,180.4,17.32,90.81,1075.44225254296,0.819585942684181,248.81337472252,11.0442424513837,29.6615459179472,4.82052398604752,1.90029377686562,13.7807232450634,NA,1.1365,NA,NA,NA,1272627,"39.428,03","61,3",NA,NA,NA,15.2,"6.804.820"
2000,"ITF5","Basilicata",78.3,35.4,82.9,335.8,97.5,253.6,565.264363770794,3.6537561783466,177.683283861622,16.9754277993366,19.0471320622068,2.24543812398264,2.29442928824595,15.0315578951016,5490,1.25,80,-3.7,-1995,601399,"9.823,02","49,2",17910,96295,5613,29.3,"1.461.199"
2001,"ITF5","Basilicata",84,38.4,74.4,367.1,98.9,241.9,522.450094983443,5.06914982405072,105.459066357064,15.3655833957304,17.5302447663782,0,2.45742071420275,14.8708915011032,5459,1.22,80.3,NA,NA,599404,"10.134,64","48,6",17705,92926,5867,30.4,"1.690.377"
2002,"ITF5","Basilicata",81.3,35.8,75.1,351.6,99.7,246.8,756.303869542819,2.59388101812666,119.610709215019,15.2869347101835,15.9687965017743,0,2.26711240485915,14.738669923771,5523,1.24079,80.2,NA,-1834,597103,"10.423,49","49,6",17393,91179,6870,27.3,"1.698.138"
2003,"ITF5","Basilicata",88,40.6,73.2,372.2,104.5,238.2,806.763844645255,0.967556748865374,259.194123916801,13.112891368899,28.3586583465552,0,2.35673218543657,14.7560151367669,5649,1.20914,80.5,NA,-764,595269,"10.429,37","49,6",17297,88762,7650,26,"1.761.639"
2004,"ITF5","Basilicata",NA,NA,NA,NA,NA,247.1,810.911959254528,0,210.997151359191,18.7539611746276,22.4269946178438,0.103530341440214,2.34477598744227,14.3221384071241,5512,1.23359,80.7,NA,-1320,594505,"10.772,36","49,1",17277,87710,8624,25.1,"1.922.098"
2005,"ITF5","Basilicata",NA,NA,NA,NA,NA,214.9,788.366189405629,0,127.98201577474,14.2073261662069,33.1163395689064,0.103143537852891,2.29303862815283,13.7066702370897,5710,1.16362,80.8,NA,-3074,593185,"10.906,01","49,2",17224,85711,8843,25.2,"1.954.865"
2006,"ITF5","Basilicata",NA,NA,NA,NA,NA,178,767.596709415382,0.276719005597902,194.907981059951,17.3971571343721,20.838253829681,0.103530341440214,2.26940375297302,14.0527761877315,5667,1.20032,81.2,NA,-3580,590111,"11.528,64","50,2",16902,84425,8875,23.9,"1.743.680"
2007,"ITF5","Basilicata",84.3,38.5,74.5,389.9,97.5,209.7,697.546133125445,0.755334169146363,125.950774113342,12.2736247103527,12.5667752049998,6.71981619249621,2.30600533651689,14.7215902487558,5720,1.20111,81.7,NA,-438,586531,"11.999,16","49,5",16334,83307,9736,23,"1.856.789"
2008,"ITF5","Basilicata",80.34,36.12,NA,388.42,100.9,NA,713.717361745444,0.691477809426601,198.79242861261,17.677593986431,14.251564258485,0.823589313649713,2.33459890005463,15.0347462744055,5585,1.22952,81.9,NA,-1183,586093,"11.995,48","49,6",16030,82633,9885,22.9,"1.862.373"
2009,"ITF5","Basilicata",80.38,36.89,73.77,377.9,101.38,NA,913.317929256716,0,164.189274990368,14.862919834148,17.2125716074287,0,2.32130937246473,14.6849832806415,5671,1.20034,82.1,NA,-2292,584910,"11.335,96","48,4",15272,81135,12674,23.7,"1.888.718"
2010,"ITF5","Basilicata",84.52,38.42,75.49,378.97,103.65,158.85,960.880247196085,0,326.737248963112,16.9011093974886,19.4532635102308,0,2.39194060338933,14.2767497394524,5656,1.1992,82.6,NA,-1828,582618,"11.193,34","47,1",15611,79192,9021,28.4,"1.890.108"
2011,"ITF5","Basilicata",83.33,37.95,75.74,379.14,101.34,160.43,670.474772877103,0.0688912930977019,124.118421401125,17.4412459407691,13.0076798478431,0,2.25825229301011,14.6686545024844,5826,1.19417,82.5,NA,-1430,580790,"11.562,09","47,6",15342,77032,8383,26.9,"1.963.474"
2012,"ITF5","Basilicata",121.91,59.73,89.88,278.06,58.49,135.71,713.345008953309,0.791259248234223,168.387448771962,18.6487698651243,24.8340121502022,1.55253420208604,2.42050592374679,15.1810377830088,6001,1.21561,82.6,-0.5,-1810,579360,"11.500,7","46,8",15284,75107,8705,29.4,"1.881.814"
2013,"ITF5","Basilicata",99.83,49.59,90.52,298.46,70.06,NA,825.983271467222,0.241693165941658,195.543917672232,13.3536695820155,16.8365967638709,0.588209286508189,2.33191898188241,14.905137861576,5962,1.13099,82.8,0.2,-1736,577550,"11.807,8","46,2",14867,73764,8759,31.8,"1.949.123"
2014,"ITF5","Basilicata",91.67,45.28,81.1,311.37,69.62,160.25,698.967991887578,0.137782586195404,87.8442373472956,17.1550106249898,5.28009817731765,0.103143537852891,2.28975158861337,15.0717624679431,5964,1.15935,83.1,0.1,-1772,575814,"11.390,16","47,2",NA,72653,8429,29.8,"2.100.083"
2015,"ITF5","Basilicata",93.56,45.22,80.6,307.9,68.96,160.19,759.493267698156,0.137782586195404,194.639971566246,24.3687365633995,14.2565998562499,4.07292169045817,2.2483089882065,15.1210490540554,6414,1.18343,82.4,-1.1,-2925,573236,"12.367,81","49,2",NA,71719,7599,28.7,"2.302.678"
2016,"ITF5","Basilicata",95.21,44.56,85.38,313.38,64.59,160.81,852.764760212933,0.620394663687654,181.862093293642,15.3050461669543,14.3225263318387,0,2.34214879177977,14.8600456900489,6203,1.17696,83.1,-2,-3329,569887,"12.322,56","50,3",13774,71041,7625,26.4,"2.345.626"
2017,"ITF5","Basilicata",102.29,50.44,76.68,291.56,55.5,159.01,562.122184796915,1.90022184628147,88.181637973913,19.6888286324077,21.7397400963539,10.0720316149425,2.42228651054415,14.7906388561206,6495,1.20013,82.7,-1.3,-3247,566405,"12.448,48","49,5",13176,70299,7638,29.2,"2.497.581"
2018,"ITF5","Basilicata",95.3,41.94,76.79,263.48,50.83,159.95,950.576493122685,0.138168075737083,156.874049843923,15.91777770803,13.6646554448881,0,2.30035313073493,15.1661515034676,6251,1.1411,83.1,-3,-4249,562968,"13.066,99","49,4",12767,69183,7823,26,"2.603.622"
2019,"ITF5","Basilicata",99.34,36.7,79.04,248.35,60.42,158.97,770.170088737804,0,187.61770480465,21.4915131536889,16.8145439370166,0.516874165253677,2.40611540243757,14.9292087808428,6508,1.15,83,-4.5,-5333,558587,"12.886,86","50,8",12437,67647,7646,25.9,"2.733.969"
2020,"ITF5","Basilicata",99.64,36.91,78.26,250.06,61.32,158.97,700.102001337883,1.7908895197636,237.778828238922,17.3139676565193,9.74086180192011,0.206673879293106,2.31392181795472,15.057143959464,6711,1.13731,82.8,-9,-8124,553254,"11.622,24","50,6",12264,65376,7473,26.7,"1.376.159"
2021,"ITF5","Basilicata",99.61,35.89,78.23,220.32,56.9,158.97,728.779130237547,0.171905896421486,144.390889166273,23.3650061823943,13.8060475016002,9.17179994278784,2.36863421815698,15.1304191605114,6838,1.11075,82.7,-0.8,-3962,545130,"12.965","52,5",12100,64269,7814,25.2,"1.795.157"
2022,"ITF5","Basilicata",100.8,42.97,72.59,178.92,41.07,158.97,701.012579563273,0.624894842208129,208.788967761102,25.0854519968974,16.1884906649588,3.6635682643641,2.31902552518868,15.579085043604,7126,1.09715,82.2,0.6,-3591,541168,"13.938,85","53,1",11694,63007,7140,20.6,"2.218.797"
2023,"ITF5","Basilicata",99.87,42,70.33,178.85,35.42,158.97,828.604646848211,0.103143537852891,177.343711997816,19.4720673824036,12.0139929989417,9.82913344442245,2.40178647369222,15.6631817741451,NA,1.08935,NA,NA,NA,537577,"14.704,39","54,9",NA,NA,NA,16.9,"2.537.324"
2000,"ITH1","Bolzano",NA,NA,NA,NA,NA,0,1581.10063021427,0.240844826348494,477.086590338638,1.41002444074955,180.625221690589,0,1.24688517257095,2.46288925273211,3662,1.48,80.7,1.8,2548,458553,"14.390,85","65,5",NA,NA,NA,6,NA
2001,"ITH1","Bolzano",173.5,87.3,18.7,32.7,14.4,0,1305.03470574853,0.201072390050744,229.422495364849,2.35624989621535,193.008882374515,0,1.28829528226715,2.25635865958225,3604,1.51,81,NA,NA,461101,"14.860,8","65,5",NA,NA,NA,5.7,NA
2002,"ITH1","Bolzano",154.9,77.3,17.8,34.2,15.3,0.2,1465.90792270319,2.60118808170256,388.095881612471,2.23619964046705,187.935458326181,0.955040658509052,1.19545967686916,3.0553746026082,3657,1.45275,81.2,NA,3721,462884,"15.089,67","66,9",NA,NA,NA,5.1,NA
2003,"ITH1","Bolzano",158.6,82.7,16.3,33.6,20.3,0.2,1047.94785118301,7.44155189111319,253.183613556314,1.11046798453273,199.116364976534,4.97004196506755,1.20369115225453,2.64302523345287,3939,1.51727,80.6,NA,3758,466605,"15.691,7","68,3",14435,62392,1428,5.6,NA
2004,"ITH1","Bolzano",NA,NA,NA,NA,NA,0.2,1178.33927093876,1.08028617299426,143.884511617274,1.63721396211571,187.603972942177,0,1.24774803569775,2.32958696994444,3761,1.55591,81.3,NA,4813,470363,"16.694,94","69,2",14555,64333,1676,8.2,"25.698.308"
2005,"ITH1","Bolzano",NA,NA,NA,NA,NA,0.2,1136.0417444441,4.84889120103268,185.918476620359,2.71290834987659,180.231395712221,0,1.23883757864523,2.01721589541813,3799,1.59575,81.6,NA,5227,475176,"17.008,36","69,0",14934,64006,2099,8.7,"26.139.024"
2006,"ITH1","Bolzano",NA,NA,NA,NA,NA,0.2,1060.10886792781,3.48687655436904,121.47475944216,2.03819740009048,178.573617935707,2.48002511826801,1.20866419029964,3.00801007732446,3707,1.57609,82.1,NA,4793,480403,"17.985,88","69,5",14958,65399,2564,9.4,"26.400.389"
2007,"ITH1","Bolzano",149.5,79.2,17.1,39.3,17.6,0.2,1219.36364465373,0.921754336547438,196.100630100742,2.08811546483935,183.473553049774,2.7996582570002,1.24874419789703,3.40315500412248,3705,1.61805,82.7,NA,6142,485196,"18.827,03","69,7",15054,67295,2757,8.8,"27.293.308"
2008,"ITH1","Bolzano",149.36,78.61,NA,39.47,18.23,NA,1463.97406302593,0,282.41101697142,1.61532377975254,184.28023474865,0,1.22349880829903,3.16116243198155,3863,1.61417,82.7,NA,4741,491338,"19.422,99","70,4",15135,68208,2875,9.1,"27.699.447"
2009,"ITH1","Bolzano",150.7,80.64,16.77,37.6,18.41,NA,1308.14172278137,0.680729140225084,310.002594616789,2.84361751580127,179.986310821117,0,1.25983817146418,2.81259661385644,3799,1.56033,83.2,NA,4371,496079,"19.321,42","70,4",15606,69171,3092,9.1,"28.067.592"
2010,"ITH1","Bolzano",140.86,74.45,17.34,37.44,18.78,0.2,1467.12913946226,0,295.900988438724,2.79336165555142,189.900291279925,3.63948092832006,1.25925387089098,2.10986640744375,3873,1.62248,83.4,NA,3956,500450,"20.011,84","71,0",16046,68978,2619,9.9,"28.568.205"
2011,"ITH1","Bolzano",143.38,75.08,17.41,37.29,18.41,0.22,1161.38646408483,2.75545622233836,262.336608728817,2.80949102512826,183.077695743105,2.27968185738554,1.17899681397046,3.74864143666491,3898,1.61034,83.7,NA,3583,504406,"20.728,87","71,0",16270,70882,2846,9.1,"28.872.461"
2012,"ITH1","Bolzano",226.67,122.07,5.18,29.95,9.34,0.27,1432.70990952233,0.884201272446034,373.779270014466,2.61618238743988,184.424558820479,1.99963772456387,1.26048452582655,2.84412579238659,4178,1.67413,83.3,4.7,3630,507989,"21.599,75","71,8",16407,70807,2637,11.4,"29.398.900"
2013,"ITH1","Bolzano",192.86,103.29,11.86,23.93,15.2,NA,1480.00110169353,0.39937209154159,293.150096234757,1.55228439297024,176.726968977224,3.35866729983305,1.22879367158056,3.06305858234185,4050,1.65209,83.9,4.9,3770,511619,"21.874,32","71,4",16261,71397,3275,11.1,"29.017.046"
2014,"ITH1","Bolzano",127.24,62.48,5.94,36.37,14.98,NA,1488.90705712708,1.43821750438419,332.67750538556,2.66327867398168,167.673719768841,0.361267239522741,1.20023457613968,3.84828680701247,4121,1.74694,84,2.7,2804,515389,"22.144,03","70,8",NA,71927,3510,12,"28.428.922"
2015,"ITH1","Bolzano",129.59,62.82,4.85,35.92,15.2,0.22,1117.07228664116,0,173.217287663545,3.10435269370398,175.097683764379,8.96263644485877,1.2339942284467,4.13001577234286,4357,1.71159,83.6,2.7,2373,517994,"22.620,1","71,4",NA,71105,2789,10.2,"29.439.988"
2016,"ITH1","Bolzano",136.33,65.34,4.91,39.18,17.21,0.22,1403.61141611341,0.999445158711488,263.666988402679,1.95489247169263,176.002594960942,0.957821728874504,1.22493696313172,3.65813486933894,4249,1.76721,84.1,4.1,3365,520252,"23.097,72","72,7",16558,71114,3854,9.5,"31.318.441"
2017,"ITH1","Bolzano",151.26,76.92,7.1,43.86,31.06,0.22,1349.45116460896,2.63891771578944,337.672576807633,2.29413779615799,182.680520135801,2.52404601521178,1.28372021898808,3.41209504413285,4395,1.74689,84.3,4.8,3494,523454,"23.954,3","72,9",16650,71083,4068,12.4,"32.400.662"
2018,"ITH1","Bolzano",129.16,56.08,7.98,41.88,27.72,0.22,1289.01391753309,1.95559778542443,234.080914901884,1.88082103217699,157.449688030888,2.44543806928079,1.1915013874166,3.99821043342922,4397,1.72907,84.4,4.8,3428,526772,"24.990,07","73,5",16698,81722,4509,11.2,"33.260.000"
2019,"ITH1","Bolzano",127.25,55.33,7.94,40.83,27.21,0.22,1649.73748675741,0,434.997264583703,3.01071835423957,176.413424639329,7.31335635385955,1.26059075302327,3.71941868526346,4454,1.71,84.5,2.9,2331,530313,"25.743,17","74,1",16623,80552,4558,9.6,"33.643.455"
2020,"ITH1","Bolzano",122.68,51.54,5.98,36.63,27.68,0.23,1490.44769384426,0.200704021957078,455.073532903572,2.42106006069117,184.126348689869,1.32464195957839,1.17563377609638,3.78291937742802,5447,1.70967,82.8,4.7,2268,532644,"23.946,18","72,2",16714,80691,4843,12.3,"21.703.816"
2021,"ITH1","Bolzano",122.46,51.77,6.25,37,27.9,0.23,1318.86111589078,0.682022249668184,276.909458085361,2.13901895351293,196.287651711077,0,1.23707612685874,2.77923798602808,4980,1.71865,83.8,-4.7,-2296,534912,"26.608,28","70,7",15380,80898,4957,13.3,"23.750.886"
2022,"ITH1","Bolzano",122.66,66.97,6.07,38.25,25.44,0.23,1215.38233793814,1.44580340160913,204.464114775073,4.0398228221071,171.83796326849,1.68147273329301,1.20584270592994,4.25596736301958,5221,1.64395,83.7,3.4,1531,532616,"29.851,48","74,1",15452,81236,4834,9.9,"34.367.756"
2023,"ITH1","Bolzano",121.5,68.13,5.97,43.28,23.67,0.25,1509.68840813175,0.160563217565663,423.35636132966,3.02085196917523,166.45136282105,5.56937524267905,1.22707458479526,4.48478090741906,NA,1.56571,NA,NA,NA,534147,"32.026,7","74,4",NA,NA,NA,8,"36.085.187"
2000,"ITF6","Calabria",102.2,32.6,101.1,237,139.4,120.3,751.855204127448,2.39959696654016,263.598335177199,12.2305540853968,5.47592797912126,0.683734171167386,2.83465707262662,16.3284450176219,17746,1.26,79.8,-5.7,-9870,2028592,"26.263,87","43,1",64928,320453,41401,35.1,"6.282.074"
2001,"ITF6","Calabria",132.5,51.9,161.2,275.4,193.8,124.3,683.351480502971,3.53680922254714,127.206634234518,11.3441791435132,4.96627754894181,0,2.894482869307,16.3161970084878,17243,1.24,80.3,NA,NA,2018722,"27.681,86","44,3",64700,316685,45800,33.4,"5.974.618"
2002,"ITF6","Calabria",126.4,47,134.4,269,168.7,124.5,870.27460913425,3.8685904414013,129.695375369189,12.2474507096811,4.21654972991553,0,2.76775964343504,16.0526236203898,17137,1.23213,80.7,NA,-8418,2008185,"28.289,22","45,3",63300,312840,48196,32.1,"6.785.000"
2003,"ITF6","Calabria",111.7,39.1,113.2,244.2,155.3,97.7,985.432879210134,0.596063523717516,281.158358902403,10.2480910153296,8.14763346914406,0.266612209262174,2.85751041094685,16.3635552123294,18289,1.26635,80.1,NA,830,1999767,"29.177,95","45,2",63506,308012,52060,32.6,"7.333.813"
2004,"ITF6","Calabria",NA,NA,NA,NA,NA,107.6,985.453783263606,0,241.824136473377,13.4387423210933,5.84797069230409,0,2.89034892551992,15.8315312722538,17181,1.27324,80.8,NA,-8570,2000597,"30.548,96","46,2",63097,305343,55559,29,"7.701.394"
2005,"ITF6","Calabria",NA,NA,NA,NA,NA,90.5,964.273727296011,0.177119108664998,168.77976037201,10.1346734170075,10.0482273132133,0,2.85373336619515,15.2905164638136,18140,1.26284,80.6,NA,-10077,1992027,"31.415,82","44,5",62297,297904,61074,30,"7.838.849"
2006,"ITF6","Calabria",NA,NA,NA,NA,NA,80.6,822.905858999011,0.33149899386261,155.833949385876,11.5407368162942,6.49125347150452,0.135418052258267,2.74632251702478,15.756604664654,17414,1.29473,81.3,NA,-10013,1981950,"32.444,03","45,4",61162,293975,61300,29.1,"8.155.053"
2007,"ITF6","Calabria",114.7,39.4,122.2,262.8,150.6,88.5,933.768375088371,0.71004600434133,237.281892715357,9.27450084173683,3.57437774047542,3.36710611792461,2.83841438165331,16.0817347934809,18094,1.29239,81.3,NA,7130,1971937,"33.289,35","44,9",58966,291037,61687,29.6,"8.731.335"
2008,"ITF6","Calabria",107.54,36.13,NA,262.13,157.61,NA,846.455983264543,2.01467070496198,250.549465099999,13.6179105596695,3.31035843804478,0,2.79749197403881,16.142589063621,18383,1.2933,81.4,NA,-2520,1979067,"33.909,27","44,0",58723,283661,62000,28.2,"8.493.339"
2009,"ITF6","Calabria",107.11,36.65,121.14,255.72,158.08,NA,1124.50025786227,0.0225696753763779,263.295114928448,10.5243011104549,4.65982193695327,0,2.90041973442633,16.0843241842825,18806,1.31183,81.4,NA,-2923,1976547,"33.065,49","43,0",58115,278398,60078,28.1,"8.454.728"
2010,"ITF6","Calabria",109.03,36.89,123.15,254.08,161.67,69.77,1229.7768824128,0,439.109367189278,13.4485846569095,4.79074484328422,0,3.01480513709621,15.827814387082,18143,1.31581,82.1,NA,-1575,1973624,"33.038,43","42,1",60185,272614,56498,31.3,"8.147.269"
2011,"ITF6","Calabria",110.96,37.29,124.03,254.85,158.13,65.72,946.381919909184,0.400086912726954,246.843627479795,11.6249212463052,3.75444578912887,0,2.81491500348108,15.88251433443,18640,1.29205,82,NA,-3513,1972049,"33.276,96","42,4",60499,274505,64518,31.5,"8.548.275"
2012,"ITF6","Calabria",100.69,37.59,118.07,241.52,115.19,72.78,940.494846265011,1.45055668199089,269.851885709197,13.5784143711603,6.5108831044001,0.887605225212555,2.9689282327303,16.3992108758035,19294,1.30009,82,-2,-6106,1968536,"32.709,18","41,5",60465,264447,54970,33.8,"8.358.186"
2013,"ITF6","Calabria",109.21,32.75,58.02,247.97,113.73,NA,1022.85319571404,1.36247231154122,294.661233183736,9.5031018746936,3.08841453439802,0.132122654186091,2.84471228643019,16.2480240499315,18766,1.29492,82.5,-1.1,-4204,1962430,"32.097,05","38,9",59218,259646,51859,35.8,"8.002.838"
2014,"ITF6","Calabria",120.72,40.27,60.42,264.45,120.28,65.15,912.649693043309,0.134406078528025,233.770624239561,11.6576580914818,1.8342046195048,0,2.77220166460761,16.3057702417136,19276,1.29909,82.5,-0.6,-3902,1958226,"31.844,42","39,3",NA,256920,53094,38,"7.762.931"
2015,"ITF6","Calabria",126.41,38.78,58.87,261.87,121.71,66.54,1030.15821966262,0.0221796346189365,318.247519985377,17.4781277504833,3.8418119308827,1.05981247781878,2.75781402502374,16.4006779281621,20311,1.31358,82.3,-1.1,-6110,1951733,"32.118,61","38,9",NA,253435,48926,39.9,"8.151.234"
2016,"ITF6","Calabria",127.37,41.99,57.4,267.53,132.09,66.74,985.136502302754,0.641140111257453,223.003229987887,10.3552807470994,3.75269361712032,0,2.9297566454424,16.3306298708416,19267,1.30867,82.9,-1.1,-5393,1943085,"32.666,6","39,6",56538,249528,47948,38.2,"8.512.415"
2017,"ITF6","Calabria",134.74,38.72,64.75,237.19,126.01,64.92,715.642592181109,3.26778060409701,178.68358989559,14.2912954628931,7.37584996135629,4.51525396480796,2.84632804216584,16.0747347433121,20803,1.30506,82.4,-1.7,-8441,1935097,"33.342,94","40,8",51935,249458,45621,36.7,"8.973.630"
2018,"ITF6","Calabria",134.55,35.63,60.57,225.97,119.81,64.72,1059.4446674302,0.179468280574285,236.306922261715,12.2393957460608,2.97791781357987,0,2.88602797672902,16.6775071935977,19756,1.2891,83,-2.5,-9556,1924257,"33.276,04","42,2",50930,244870,46495,36.1,"9.277.810"
